Name,GeneID,RAPDB,Product
XM_026023828.1,LOC9267087,Os03g0231950,transcription factor bHLH74%2C transcript variant X2
XM_026023829.1,LOC9267087,Os03g0231950,transcription factor bHLH74%2C transcript variant X5
XM_026023830.1,LOC4333540,Os03g0640100,histone-binding protein MSI1 homolog%2C transcript variant X2
XM_026023831.1,LOC4331558,Os03g0138400,death domain-associated protein 6%2C transcript variant X2
XM_026023832.1,LOC4331558,Os03g0138400,death domain-associated protein 6%2C transcript variant X3
XM_026023833.1,LOC4332216,Os03g0242100,cell cycle checkpoint protein RAD17%2C transcript variant X4
XM_026023834.1,LOC4332217,Os03g0242200,small GTPase LIP1%2C transcript variant X1
XM_026023835.1,LOC107280394,Os03g0379950,uncharacterized LOC107280394%2C transcript variant X1
XM_026023836.1,LOC107280320,0,uncharacterized LOC107280320%2C transcript variant X2
XM_026023837.1,LOC4334095,Os03g0747200,uncharacterized LOC4334095%2C transcript variant X2
XM_026023838.1,LOC9266341,Os03g0311300,protein SUPPRESSOR OF QUENCHING 1%2C chloroplastic%2C transcript variant X8
XM_026023839.1,LOC9271297,Os03g0260432,uncharacterized LOC9271297
XM_026023840.1,LOC107280560,0,uncharacterized LOC107280560
XM_026023841.1,LOC4331975,Os03g0201600,yrdC domain-containing protein%2C mitochondrial%2C transcript variant X1
XM_026023842.1,LOC9269702,Os01g0129200,zinc finger protein STAMENLESS 1-like%2C transcript variant X2
XM_026023843.1,LOC4333564,Os03g0645100,pyruvate dehydrogenase E1 component subunit beta-4%2C chloroplastic-like%2C transcript variant X2
XM_026023844.1,LOC112938223,0,protein argonaute MEL1-like%2C transcript variant X1
XM_026023845.1,LOC112938223,0,protein argonaute MEL1-like%2C transcript variant X2
XM_026023846.1,LOC107276347,Os03g0853000,protein TORNADO 2%2C transcript variant X2
XM_026023847.1,LOC4334114,Os03g0749300,beta-glucosidase BoGH3B%2C transcript variant X3
XM_026023848.1,LOC9269115,Os03g0576200,potassium transporter 21
XM_026023849.1,LOC4334117,Os03g0749800,serine/threonine-protein kinase TOUSLED%2C transcript variant X2
XM_026023850.1,LOC107280430,0,protein TORNADO 1-like%2C transcript variant X3
XM_026023851.1,LOC112938224,0,60 kDa jasmonate-induced protein-like%2C transcript variant X1
XM_026023852.1,LOC112938224,0,60 kDa jasmonate-induced protein-like%2C transcript variant X2
XM_026023853.1,LOC4334139,Os03g0752700,uncharacterized LOC4334139%2C transcript variant X1
XM_026023854.1,LOC112938227,Os03g0276700,uncharacterized LOC112938227
XM_026023855.1,LOC107276624,Os03g0644600,translation initiation factor IF-2
XM_026023856.1,LOC9266376,Os03g0429900,replication protein A 70 kDa DNA-binding subunit%2C transcript variant X1
XM_026023857.1,LOC9266376,Os03g0429900,replication protein A 70 kDa DNA-binding subunit%2C transcript variant X2
XM_026023858.1,LOC9266376,Os03g0429900,replication protein A 70 kDa DNA-binding subunit%2C transcript variant X3
XM_026023859.1,LOC9266376,Os03g0429900,replication protein A 70 kDa DNA-binding subunit%2C transcript variant X4
XM_026023860.1,LOC9266376,Os03g0429900,replication protein A 70 kDa DNA-binding subunit%2C transcript variant X5
XM_026023861.1,LOC9266376,Os03g0429900,replication protein A 70 kDa DNA-binding subunit%2C transcript variant X6
XM_026023862.1,LOC9270359,Os03g0653900,uncharacterized LOC9270359%2C transcript variant X1
XM_026023863.1,LOC9270359,Os03g0653900,uncharacterized LOC9270359%2C transcript variant X2
XM_026023864.1,LOC112938228,0,serine/threonine-protein phosphatase 7 long form homolog
XM_026023865.1,LOC4333287,Os03g0570800,protein DETOXIFICATION 40%2C transcript variant X1
XM_026023866.1,LOC4333287,Os03g0570800,protein DETOXIFICATION 40%2C transcript variant X2
XM_026023867.1,LOC4333287,Os03g0570800,protein DETOXIFICATION 40%2C transcript variant X3
XM_026023868.1,LOC4333287,Os03g0570800,protein DETOXIFICATION 40%2C transcript variant X4
XM_026023869.1,LOC4333287,Os03g0570800,protein DETOXIFICATION 40%2C transcript variant X5
XM_026023870.1,LOC4333287,Os03g0570800,protein DETOXIFICATION 40%2C transcript variant X6
XM_026023871.1,LOC4333287,Os03g0570800,protein DETOXIFICATION 40%2C transcript variant X13
XM_026023872.1,LOC4333287,Os03g0570800,protein DETOXIFICATION 40%2C transcript variant X14
XM_026023873.1,LOC107280460,Os03g0720400,uncharacterized LOC107280460%2C transcript variant X1
XM_026023874.1,LOC107280460,Os03g0720400,uncharacterized LOC107280460%2C transcript variant X2
XM_026023875.1,LOC107280460,Os03g0720400,uncharacterized LOC107280460%2C transcript variant X3
XM_026023876.1,LOC107277135,Os03g0666300,trihelix transcription factor ASR3
XM_026023877.1,LOC112938230,Os03g0239933,uncharacterized LOC112938230
XM_026023878.1,LOC4334163,Os03g0757100,UDP-glycosyltransferase 83A1
XM_026023879.1,LOC112936005,Os03g0757200,UDP-glycosyltransferase 83A1-like
XM_026023880.1,LOC112938232,0,protein MAIN-LIKE 2-like
XM_026023881.1,LOC4326592,Os01g0632700,uncharacterized LOC4326592
XM_026023882.1,LOC4334175,Os03g0758551,uncharacterized LOC4334175%2C transcript variant X2
XM_026023883.1,LOC4333037,0,uncharacterized LOC4333037%2C transcript variant X1
XM_026023884.1,LOC112938234,0,AT-rich interactive domain-containing protein 1B-like
XM_026023885.1,LOC4334068,Os03g0742800,protein transport protein sec23-1%2C transcript variant X3
XM_026023886.1,LOC4333590,Os03g0650900,probable E3 ubiquitin-protein ligase BAH1-like 1%2C transcript variant X3
XM_026023887.1,LOC4331407,Os03g0116900,U-box domain-containing protein 15%2C transcript variant X2
XM_026023888.1,LOC4331409,Os03g0117200,riboflavin biosynthesis protein PYRD%2C chloroplastic
XM_026023889.1,LOC112936006,Os03g0117300,xyloglucan endotransglucosylase/hydrolase protein 31-like
XM_026023890.1,LOC9268533,Os03g0599000,putative disease resistance protein RGA3%2C transcript variant X3
XM_026023891.1,LOC4331935,Os03g0195800,sulfate transporter 1.2%2C transcript variant X1
XM_026023892.1,LOC4324577,Os01g0217100,probable purine permease 11%2C transcript variant X1
XM_026023893.1,LOC4332818,Os03g0346700,lysine-specific demethylase JMJ25%2C transcript variant X1
XM_026023894.1,LOC4333192,Os03g0436300,calmodulin-binding protein 60 D%2C transcript variant X2
XM_026023895.1,LOC112938235,0,ATP-dependent DNA helicase PIF1-like
XM_026023896.1,LOC9268979,Os03g0712900,pentatricopeptide repeat-containing protein At4g01570%2C transcript variant X2
XM_026023897.1,LOC9268979,Os03g0712900,pentatricopeptide repeat-containing protein At4g01570%2C transcript variant X3
XM_026023898.1,LOC9268979,Os03g0712900,pentatricopeptide repeat-containing protein At4g01570%2C transcript variant X4
XM_026023899.1,LOC9268979,Os03g0712900,pentatricopeptide repeat-containing protein At4g01570%2C transcript variant X5
XM_026023900.1,LOC4324583,Os01g0218100,transcription factor bHLH30
XM_026023901.1,LOC4334246,Os03g0769000,uncharacterized LOC4334246%2C transcript variant X1
XM_026023902.1,LOC4334246,Os03g0769000,uncharacterized LOC4334246%2C transcript variant X2
XM_026023903.1,LOC4331830,Os03g0180600,uncharacterized LOC4331830%2C transcript variant X1
XM_026023904.1,LOC9269748,Os03g0644200,pentatricopeptide repeat-containing protein At4g18520%2C chloroplastic%2C transcript variant X1
XM_026023905.1,LOC9271080,Os03g0772100,homeobox protein knotted-1-like 9
XM_026023906.1,LOC112938239,0,uncharacterized LOC112938239
XM_026023907.1,LOC112938240,Os03g0384400,uncharacterized LOC112938240
XM_026023908.1,LOC112938241,Os03g0392000,putative cyclin-D2-3
XM_026023909.1,LOC112938243,Os03g0393600,uncharacterized LOC112938243
XM_026023910.1,LOC112938244,Os03g0393650,uncharacterized LOC112938244
XM_026023911.1,LOC107278598,Os03g0422900,disease resistance protein Pik-2-like
XM_026023912.1,LOC107280303,0,proline-rich receptor-like protein kinase PERK8
XM_026023913.1,LOC112938246,0,uncharacterized LOC112938246
XM_026023914.1,LOC112938248,Os03g0563400,zinc finger BED domain-containing protein RICESLEEPER 4-like
XM_026023915.1,LOC112936143,0,putative disease resistance RPP13-like protein 1
XM_026023916.1,LOC107280314,0,uncharacterized LOC107280314
XM_026023917.1,LOC4333285,Os03g0570200,uncharacterized LOC4333285
XM_026023918.1,LOC4333305,Os03g0576600,acyl-CoA-binding domain-containing protein 3-like
XM_026023919.1,LOC107280315,0,putative disease resistance protein RGA3
XM_026023920.1,LOC112938249,Os03g0581500,AUGMIN subunit 8-like
XM_026023921.1,LOC107280211,0,uncharacterized LOC107280211
XM_026023922.1,LOC107280398,0,protein PXR1-like
XM_026023923.1,LOC112938253,Os03g0636300,uncharacterized LOC112938253
XM_026023924.1,LOC9269021,Os03g0638300,protein tesmin/TSO1-like CXC 2
XM_026023925.1,LOC107280325,0,uncharacterized LOC107280325
XM_026023926.1,LOC107275599,Os03g0673500,putative homeobox protein knotted-1-like 5
XM_026023927.1,LOC107276668,0,cortactin-binding protein 2-like
XM_026023928.1,LOC9268515,Os03g0680566,tankyrase-1-like
XM_026023929.1,LOC107277187,Os03g0680600,hsp70-Hsp90 organizing protein
XM_026023930.1,LOC112938256,0,uncharacterized LOC112938256
XM_026023931.1,LOC112938257,0,uncharacterized LOC112938257
XM_026023932.1,LOC112938229,0,uncharacterized LOC112938229
XM_026023933.1,LOC112938258,Os03g0695100,receptor-like kinase TMK3
XM_026023934.1,LOC4333819,Os03g0699800,uncharacterized LOC4333819
XM_026023935.1,LOC107280261,0,probable isoaspartyl peptidase/L-asparaginase 2
XM_026023936.1,LOC112938260,0,ATP synthase subunit beta%2C chloroplastic-like
XM_026023937.1,LOC112938262,Os03g0776300,clumping factor A-like
XM_026023938.1,LOC9269894,Os03g0783800,uncharacterized LOC9269894
XM_026023939.1,LOC4334349,Os03g0786000,peroxisomal (S)-2-hydroxy-acid oxidase GLO1-like
XM_026023940.1,LOC4334408,Os03g0794800,5'-3' exoribonuclease 4
XM_026023941.1,LOC107280340,0,protein MAIN-LIKE 1-like
XM_026023942.1,LOC107275693,Os03g0806300,protochlorophyllide-dependent translocon component 52%2C chloroplastic-like
XM_026023943.1,LOC112938263,0,aspartic proteinase CDR1-like
XM_026023944.1,LOC4324648,Os01g0220700,bidirectional sugar transporter SWEET3b%2C transcript variant X1
XM_026023945.1,LOC112938264,Os03g0837550,uncharacterized LOC112938264
XM_026023946.1,LOC112938265,Os03g0845100,uncharacterized LOC112938265
XM_026023947.1,LOC4334289,Os03g0775700,uncharacterized LOC4334289%2C transcript variant X1
XM_026023948.1,LOC9272548,Os03g0639200,protein ALWAYS EARLY 2%2C transcript variant X4
XM_026023949.1,LOC4334184,Os03g0760300,isoflavone 3'-hydroxylase%2C transcript variant X2
XM_026023950.1,LOC4331421,Os03g0119100,phospholipase D gamma 1%2C transcript variant X2
XM_026023951.1,LOC4334312,Os03g0780900,alpha N-terminal protein methyltransferase 1-like%2C transcript variant X2
XM_026023952.1,LOC4334314,Os03g0781100,pentatricopeptide repeat-containing protein At4g21300%2C transcript variant X1
XM_026023953.1,LOC4334314,Os03g0781100,pentatricopeptide repeat-containing protein At4g21300%2C transcript variant X2
XM_026023954.1,LOC4334314,Os03g0781100,pentatricopeptide repeat-containing protein At4g21300%2C transcript variant X4
XM_026023955.1,LOC4334314,Os03g0781100,pentatricopeptide repeat-containing protein At4g21300%2C transcript variant X5
XM_026023956.1,LOC4334314,Os03g0781100,pentatricopeptide repeat-containing protein At4g21300%2C transcript variant X6
XM_026023957.1,LOC4334314,Os03g0781100,pentatricopeptide repeat-containing protein At4g21300%2C transcript variant X7
XM_026023958.1,LOC4334314,Os03g0781100,pentatricopeptide repeat-containing protein At4g21300%2C transcript variant X10
XM_026023959.1,LOC112938267,Os03g0781300,uncharacterized LOC112938267
XM_026023960.1,LOC4331470,Os03g0126300,uncharacterized LOC4331470%2C transcript variant X1
XM_026023961.1,LOC4331470,Os03g0126300,uncharacterized LOC4331470%2C transcript variant X2
XM_026023962.1,LOC4331470,Os03g0126300,uncharacterized LOC4331470%2C transcript variant X3
XM_026023963.1,LOC4331470,Os03g0126300,uncharacterized LOC4331470%2C transcript variant X4
XM_026023964.1,LOC4331470,Os03g0126300,uncharacterized LOC4331470%2C transcript variant X5
XM_026023965.1,LOC9270471,Os03g0704700,oxysterol-binding protein-related protein 1C%2C transcript variant X3
XM_026023966.1,LOC9270471,Os03g0704700,oxysterol-binding protein-related protein 1C%2C transcript variant X4
XM_026023967.1,LOC9270471,Os03g0704700,oxysterol-binding protein-related protein 1C%2C transcript variant X5
XM_026023968.1,LOC4332089,Os03g0219900,50S ribosomal protein L15%2C chloroplastic%2C transcript variant X4
XM_026023969.1,LOC4333729,Os03g0681700,protein LST8 homolog%2C transcript variant X3
XM_026023970.1,LOC112936102,Os03g0570300,KIN17-like protein
XM_026023971.1,LOC4331465,Os03g0125700,uncharacterized LOC4331465%2C transcript variant X1
XM_026023972.1,LOC4331465,Os03g0125700,uncharacterized LOC4331465%2C transcript variant X2
XM_026023973.1,LOC4331465,Os03g0125700,uncharacterized LOC4331465%2C transcript variant X3
XM_026023974.1,LOC4331465,Os03g0125700,uncharacterized LOC4331465%2C transcript variant X4
XM_026023975.1,LOC4331465,Os03g0125700,uncharacterized LOC4331465%2C transcript variant X5
XM_026023976.1,LOC4331465,Os03g0125700,uncharacterized LOC4331465%2C transcript variant X6
XM_026023977.1,LOC4331465,Os03g0125700,uncharacterized LOC4331465%2C transcript variant X7
XM_026023978.1,LOC4331465,Os03g0125700,uncharacterized LOC4331465%2C transcript variant X10
XM_026023979.1,LOC4334333,Os03g0784100,patatin-like protein 3%2C transcript variant X1
XM_026023980.1,LOC4334332,Os03g0784000,renalase%2C transcript variant X1
XM_026023981.1,LOC4334332,Os03g0784000,renalase%2C transcript variant X3
XM_026023982.1,LOC4334332,Os03g0784000,renalase%2C transcript variant X4
XM_026023983.1,LOC4334332,Os03g0784000,renalase%2C transcript variant X6
XM_026023984.1,LOC4334345,Os03g0785500,putative ALA-interacting subunit 2%2C transcript variant X1
XM_026023985.1,LOC4334345,Os03g0785500,putative ALA-interacting subunit 2%2C transcript variant X4
XM_026023986.1,LOC107276337,Os03g0764200,transcription factor PIF3%2C transcript variant X2
XM_026023987.1,LOC107280268,0,glutathione S-transferase T3-like
XM_026023988.1,LOC4334358,Os03g0787100,protein IQ-DOMAIN 1%2C transcript variant X1
XM_026023989.1,LOC4334358,Os03g0787100,protein IQ-DOMAIN 1%2C transcript variant X3
XM_026023990.1,LOC4326702,0,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130%2C transcript variant X6
XM_026023991.1,LOC4333619,Os03g0657000,TATA-binding protein 2-like%2C transcript variant X3
XM_026023992.1,LOC4333012,Os03g0389400,metacaspase-1
XM_026023993.1,LOC4334376,Os03g0789800,uncharacterized LOC4334376%2C transcript variant X1
XM_026023994.1,LOC107276919,Os03g0789433,uncharacterized LOC107276919%2C transcript variant X1
XM_026023995.1,LOC4334056,Os03g0740600,deoxyhypusine synthase%2C transcript variant X5
XM_026023996.1,LOC4334380,Os03g0790600,probable glutamate carboxypeptidase PLA3%2C transcript variant X1
XM_026023997.1,LOC112938269,0,protein IAL1-like
XM_026023998.1,LOC4333826,Os03g0701100,pre-mRNA-splicing factor 18%2C transcript variant X1
XM_026023999.1,LOC4334385,Os03g0791700,probable inactive leucine-rich repeat receptor-like protein kinase At3g03770%2C transcript variant X3
XM_026024000.1,LOC4332328,Os03g0262500,uncharacterized LOC4332328%2C transcript variant X3
XM_026024001.1,LOC4332328,Os03g0262500,uncharacterized LOC4332328%2C transcript variant X20
XM_026024002.1,LOC4332328,Os03g0262500,uncharacterized LOC4332328%2C transcript variant X22
XM_026024003.1,LOC4333051,Os03g0399532,1-phosphatidylinositol-3-phosphate 5-kinase FAB1B%2C transcript variant X4
XM_026024004.1,LOC112938270,Os01g0820900,uncharacterized LOC112938270
XM_026024005.1,LOC112938271,0,uncharacterized LOC112938271
XM_026024006.1,LOC107277076,Os01g0223500,GDSL esterase/lipase At1g31550%2C transcript variant X1
XM_026024007.1,LOC107281996,0,uncharacterized LOC107281996
XM_026024008.1,LOC4332082,Os03g0219200,superoxide dismutase [Cu-Zn] 2%2C transcript variant X3
XM_026024009.1,LOC4332085,Os03g0219500,protein BOLA1%2C chloroplastic%2C transcript variant X7
XM_026024010.1,LOC4333612,Os03g0655600,protein FAR1-RELATED SEQUENCE 9%2C transcript variant X2
XM_026024011.1,LOC4326709,Os01g0223700,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130%2C transcript variant X1
XM_026024012.1,LOC4334445,Os03g0799700,probable GTP-binding protein OBGC2%2C transcript variant X1
XM_026024013.1,LOC4331702,Os03g0161100,protein NETWORKED 1A%2C transcript variant X2
XM_026024014.1,LOC4326709,Os01g0223700,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130%2C transcript variant X2
XM_026024015.1,LOC4326709,Os01g0223700,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130%2C transcript variant X3
XM_026024016.1,LOC4326709,Os01g0223700,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130%2C transcript variant X4
XM_026024017.1,LOC4326709,Os01g0223700,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130%2C transcript variant X5
XM_026024018.1,LOC4326709,Os01g0223700,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130%2C transcript variant X7
XM_026024019.1,LOC4334460,Os03g0801700,FAD synthetase%2C chloroplastic-like%2C transcript variant X2
XM_026024020.1,LOC4326709,Os01g0223700,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130%2C transcript variant X8
