,Kit_microbiota_vs_germfree_log2FoldChange,Kit_microbiota_vs_germfree_pvalue,Kit_microbiota_vs_germfree_padj,MH63_microbiota_vs_germfree_log2FoldChange,MH63_microbiota_vs_germfree_pvalue,MH63_microbiota_vs_germfree_padj,RAPDB,Product
LOC4332591,0.301108409,0.208881678,0.304890802,2.08908897,0.002022474,0.008025283,Os03g0304800,uncharacterized LOC4332591
LOC112936108,0.567037245,0.088159253,0.148985048,2.173030318,0.002045238,0.008104043,Os03g0849500,putative disease resistance protein RGA4
LOC107277519,0.69980364,0.001975839,0.005252412,1.454976149,0.002080939,0.008227907,Os03g0100010,uncharacterized LOC107277519
LOC4329440,0.948273718,0.019299415,0.040100462,1.808621218,0.002091452,0.008265063,Os02g0507100,protein indeterminate-domain 16
LOC4330468,-0.126421836,0.586067507,0.684568133,1.093827084,0.002098156,0.008287137,Os02g0707000,monodehydroascorbate reductase 1%2C peroxisomal-like
LOC4326269,-0.582119646,0.001025987,0.002895732,1.218840875,0.002154894,0.008491627,Os01g0269800,disease resistance protein Pik-2-like
LOC4336513,0.35585755,0.123797787,0.198076459,1.107663105,0.00216761,0.00853227,Os04g0535200,probable aspartyl protease At4g16563
LOC4331799,0.209709777,0.40546257,0.517087121,1.126020892,0.002172652,0.008547188,Os03g0175800,protein BIG GRAIN 1-like
LOC9266793,0,0,0,6.250946328,0.002174195,0.008551014,#N/A,#N/A
LOC4327686,0.204883496,0.276093165,0.382239477,1.210937001,0.002225463,0.008723329,Os01g0708700,protein IQ-DOMAIN 1%2C transcript variant X1
LOC4343258,-0.160093839,0.510853542,0.617823469,1.626772147,0.002242365,0.008772265,0,7-deoxyloganetic acid glucosyltransferase
LOC4334100,0.342365266,0.127464398,0.203064488,1.297812341,0.002297513,0.008956794,Os03g0747700,photosystem II D1 precursor processing protein PSB27-H2%2C chloroplastic
LOC107277412,-0.049634102,0.917763651,0.943265917,6.17892059,0.002317982,0.009028676,Os01g0164300,non-classical arabinogalactan protein 31
LOC4343536,0.663231284,0.000450948,0.001367466,1.408767716,0.002358507,0.009168855,Os07g0549100,uncharacterized LOC4343536
LOC4343053,0.033765283,0.807944392,0.862089912,2.748300876,0.002381506,0.009250178,Os07g0429700,uncharacterized LOC4343053
LOC4349813,0.713784126,0.016846682,0.035603799,1.163393301,0.002401655,0.009320301,Os11g0154300,uncharacterized LOC4349813
LOC4350476,0.625935052,1.77E-05,6.86E-05,1.078681249,0.002402588,0.009322291,Os11g0462100,class V chitinase
LOC107277161,0.66304661,0.000152532,0.000506668,1.022245326,0.002409729,0.009346739,Os04g0396500,protein LAX PANICLE 2-like
LOC107275709,0.40272374,0.129589252,0.205898612,3.762947053,0.002412867,0.009357278,Os01g0141300,protein SUPPRESSOR OF K(+) TRANSPORT GROWTH DEFECT 1%2C transcript variant X2
LOC4324787,0.777120415,0.001086017,0.003049995,1.427320832,0.002476108,0.009563109,Os01g0864000,transcription repressor OFP8-like
LOC4342111,0.348817109,0.243722549,0.34549357,1.759376131,0.002480683,0.009573516,Os06g0725500,uncharacterized LOC4342111
LOC4338731,0.324969056,0.047411434,0.087664597,1.259287773,0.002531607,0.009732877,Os05g0401300,uncharacterized LOC4338731%2C transcript variant X1
LOC4343189,-0.102623509,0.747270284,0.814657782,3.964556574,0.002564515,0.009838974,Os07g0469100,protein CURVATURE THYLAKOID 1B%2C chloroplastic%2C transcript variant X1
LOC9266823,0.433985071,0.080951809,0.138628481,1.030896536,0.002568837,0.009853856,Os05g0471350,uncharacterized protein At5g39865
LOC107280278,-0.499697794,0.52425984,0.630103121,6.348827719,0.002569755,0.009855678,0,RNA-binding protein 24-like%2C transcript variant X1
LOC4336865,0.138850229,0.702372458,0.77875287,2.799503863,0.002586966,0.009916555,Os04g0599300,transcription factor EAT1-like%2C transcript variant X1
LOC4334651,-0.059605171,0.648829239,0.736449978,1.085439125,0.002610832,0.009997698,Os03g0828100,50S ribosomal protein L18%2C chloroplastic-like
LOC112936046,0.636519073,1.76E-07,9.00E-07,1.073606377,0.002683195,0.0102448,Os02g0661900,vesicle-associated protein 1-3-like%2C transcript variant X2
LOC4334441,-0.3472638,0.011622116,0.025655477,1.212069293,0.002687734,0.010258606,Os03g0799200,probable myosin-binding protein 5%2C transcript variant X2
LOC9272269,-0.059240798,0.875929426,0.912258296,6.236217491,0.002694022,0.01027379,Os02g0209900,syntaxin-124
LOC9267477,0.588476101,0.009449857,0.021362611,1.260486647,0.002700743,0.010297655,Os04g0479900,uncharacterized LOC9267477
LOC9271893,-0.009283508,0.92674687,0.948588342,1.099821754,0.00270562,0.010310944,Os06g0585950,receptor kinase-like protein Xa21
LOC9268821,0.527706882,0.013283888,0.02889744,1.83798039,0.00272289,0.010366098,Os09g0458800,probable calcium-binding protein CML15
LOC4346073,0,0,0,2.920673225,0.002738953,0.010416549,#N/A,#N/A
LOC4335952,0.326428446,0.698396947,0.775474146,2.553433601,0.002740038,0.010418894,0,uncharacterized LOC4335952
LOC4348715,-0.283624114,0.257342896,0.36124909,2.864899475,0.002744896,0.010432011,Os10g0438600,GDSL esterase/lipase EXL3
LOC4327727,0.502598588,0.269967878,0.375684387,3.290184715,0.002763691,0.0104891,Os01g0609200,ABC transporter G family member 35
LOC4339097,-0.098698915,0.872644635,0.90989515,2.187774947,0.002765089,0.010489921,Os05g0476000,uncharacterized LOC4339097
LOC107278206,0,0,0,1.808267985,0.002771365,0.010509254,#N/A,#N/A
LOC4349217,0.699638014,1.36E-09,8.75E-09,1.050239961,0.002800888,0.010608541,Os10g0532600,transcription repressor OFP8-like
LOC4351459,0.080824127,0.684163607,0.764539206,1.187961675,0.002807305,0.010627414,Os12g0138800,protein STRICTOSIDINE SYNTHASE-LIKE 10%2C transcript variant X1
LOC112936989,0,0,0,1.834997715,0.002826616,0.010687781,#N/A,#N/A
LOC4327875,0,0,0,2.065656201,0.002829585,0.010696987,#N/A,#N/A
LOC9272490,0.323491299,0.160872148,0.24664368,1.380418596,0.002862088,0.010807202,Os02g0591500,protein POLYCHOME%2C transcript variant X2
LOC4336595,0.32454384,0.059330661,0.106207757,1.2091258,0.002888701,0.010892891,Os04g0551200,malate dehydrogenase%2C cytoplasmic-like
LOC4348571,0.446886717,0.001015259,0.002867775,1.05073301,0.002903992,0.010939421,Os10g0402200,origin of replication complex subunit 3-like
LOC4328276,-0.891126169,0.001126766,0.003154996,1.3001274,0.002947294,0.011087511,Os02g0143300,auxin-induced protein 15A
LOC4350755,0.547234448,1.68E-05,6.53E-05,1.280478364,0.002979174,0.011197968,Os11g0572200,exocyst complex component EXO70B1%2C transcript variant X2
LOC4328202,0.305829772,0.021272188,0.043642225,1.056663899,0.003022485,0.011345416,Os02g0132200,uncharacterized LOC4328202
LOC4345030,0.056667851,0.625969639,0.717712653,2.216422199,0.003035463,0.011384523,Os08g0239300,endo-1%2C3%3B1%2C4-beta-D-glucanase
LOC107279585,-0.022414048,0.9126764,0.939029869,1.154842026,0.003042288,0.011402427,0,ATP synthase subunit 9%2C mitochondrial
LOC107278120,0.1534406,0.725105091,0.797259564,1.619079085,0.003074855,0.011508965,Os09g0499300,vegetative cell wall protein gp1
LOC9271026,0.269879053,0.400149339,0.511996491,1.393448278,0.003106593,0.011606264,Os05g0588850,AAA-ATPase At3g50940
LOC4344394,-0.554876452,0.164927137,0.251753694,1.17527149,0.003164861,0.011796205,Os07g0694400,probable glucuronosyltransferase Os07g0694400
LOC4324244,-0.516273719,0.008090065,0.018626761,1.091040183,0.003211275,0.011945171,Os01g0703300,E3 ubiquitin-protein ligase At4g11680
LOC4334225,-0.030998457,0.94163331,0.958875762,1.593711489,0.003240985,0.012039568,Os03g0765900,uncharacterized LOC4334225
LOC4333549,-0.750092683,0.002742207,0.007074493,1.366098844,0.003248003,0.01206161,Os03g0642300,protein kinase PINOID-like
LOC107276791,-0.514988421,0.254748948,0.358339807,1.1515671,0.003258672,0.012097186,Os01g0648600,probable receptor-like protein kinase At5g20050
LOC112939604,0.16862682,0.654123809,0.740256581,2.924668261,0.003298911,0.01223227,Os07g0193200,ankyrin-1-like
LOC107277260,-0.375079068,0.270293322,0.376065633,5.490408324,0.003318993,0.012302629,Os05g0433500,uncharacterized LOC107277260
LOC4324797,0.188648264,0.656423784,0.742274345,2.640640729,0.0033844,0.012524196,Os01g0865800,dof zinc finger protein 4-like
LOC4326399,0.415772737,0.010190217,0.022833271,1.139170711,0.003389197,0.012537775,Os01g0973200,kinetochore protein SPC25 homolog
LOC4345815,-3.282029477,0.027683309,0.055016923,9.069274982,0.003478832,0.01282668,Os08g0474000,ethylene-responsive transcription factor ERF109
LOC4342397,-0.12160337,0.368879294,0.480859102,1.27754272,0.003517665,0.012956967,Os07g0147700,N-acetyl-D-glucosamine kinase%2C transcript variant X1
LOC4346015,0.996778897,1.58E-07,8.10E-07,1.7003808,0.003649834,0.013370696,Os08g0512500,psbP domain-containing protein 3%2C chloroplastic
LOC4325097,-0.401296339,0.189545155,0.282081467,1.332071323,0.003661194,0.013399933,Os01g0896500,uncharacterized LOC4325097
LOC4334670,0.29931379,0.541112978,0.645306375,3.90525594,0.003663153,0.01340403,Os03g0831400,uncharacterized LOC4334670
LOC9271812,0.043049374,0.945218351,0.961100139,2.130878069,0.003678181,0.013447951,Os02g0761300,uncharacterized LOC9271812
LOC4347332,-0.14381824,0.497272154,0.6051161,1.185756837,0.003703886,0.013528587,Os09g0469950,dicarboxylate transporter 2.1%2C chloroplastic
LOC4336587,0.243425036,0.36138846,0.473642883,1.399336261,0.003710808,0.013544967,Os04g0550200,ethylene-responsive transcription factor ERF038
LOC4327530,0.465184666,0.007719472,0.017867887,1.099660587,0.003721133,0.013580427,Os01g0829100,receptor-interacting serine/threonine-protein kinase 4
LOC4348591,1.185600992,0.194076478,0.287378684,1.106490362,0.003729171,0.013605293,Os10g0407200,uncharacterized endoplasmic reticulum membrane protein C16E8.02
LOC4331103,-0.825234132,0.000316329,0.000988472,1.199728854,0.003746141,0.013664962,Os02g0812000,cinnamoyl-CoA reductase 1-like
LOC112936589,0.584825058,0.000741181,0.002150077,1.716988071,0.003760862,0.01371416,Os01g0725500,uncharacterized LOC112936589
LOC4340682,-0.361377489,0.072265066,0.125854137,1.502955587,0.003773886,0.013759399,Os06g0257600,GDSL esterase/lipase At5g37690
LOC4324956,-0.102233347,0.652178814,0.738974327,1.040883249,0.00380663,0.013869683,Os01g0892800,integrin-linked protein kinase 1%2C transcript variant X1
LOC4345274,-1.242241927,0.245171719,0.3471891,5.922292343,0.003869885,0.014081693,Os08g0324200,NDR1/HIN1-like protein 6
LOC107278653,0.895252233,0.022401788,0.045610847,1.661218747,0.004018491,0.014522611,Os06g0610350,protein MONOCULM 1
LOC4331257,-0.86072621,0.008337819,0.019125035,1.619665312,0.00407132,0.01468489,Os02g0832000,calcium-dependent protein kinase 6-like
LOC4335613,-0.331468573,0.010944472,0.024326807,1.124920507,0.004120782,0.014832014,Os04g0376700,ER lumen protein-retaining receptor
LOC4352177,0,0,0,6.024896279,0.004217574,0.015138735,#N/A,#N/A
LOC4349229,0.00430323,0.98857263,0.992165826,1.141476537,0.004229241,0.015178164,Os10g0534400,uncharacterized LOC4349229
LOC4351351,0.42243971,0.021513334,0.044052644,1.141114758,0.004240676,0.01520938,Os12g0120000,treacle protein
LOC107277540,0.516831265,0.090270481,0.151900854,1.75075736,0.004255143,0.015248966,Os10g0535900,putative expansin-A30
LOC4342892,-0.074064441,0.611758014,0.705542948,1.4199341,0.004295596,0.015371639,Os07g0268800,uncharacterized LOC4342892
LOC107276467,-0.396379911,0.418775989,0.530297502,5.934110731,0.004326668,0.015467891,Os06g0108600,expansin-A17-like
LOC4325973,-0.136474373,0.735575092,0.806084355,1.242657389,0.004352278,0.015549446,Os01g0129800,uncharacterized LOC4325973
LOC4339159,0.60382108,0.002507221,0.006522034,1.054047311,0.004516735,0.016033939,Os05g0489800,histone H3-1%2C transcript variant X1
LOC107279577,-0.572090977,0.319170108,0.429738746,5.919912166,0.004518205,0.0160366,0,uncharacterized protein YnbD-like%2C transcript variant X3
LOC107279830,-0.601359365,0.209089723,0.305139729,2.288564404,0.004520972,0.016040615,0,WAT1-related protein At5g64700-like
LOC4332730,-0.038932428,0.822231001,0.87305257,1.135935837,0.004608402,0.016307273,Os03g0331600,uncharacterized LOC4332730
LOC4334796,-0.958698253,6.04E-10,4.02E-09,1.021158987,0.004625025,0.016350482,Os03g0850700,phosphatidylinositol transfer protein 3
LOC107275278,0.628296086,0.082418993,0.140657445,2.634435097,0.004642923,0.016403322,Os08g0552900,uncharacterized LOC107275278
LOC107276830,0.850872908,0.001878805,0.005018371,1.556630725,0.004657672,0.016447589,Os02g0729200,protein trichome birefringence-like 19
LOC4351032,0.346783479,0.210404008,0.30674597,1.160021572,0.004666349,0.016472997,Os11g0649500,CASP-like protein 1U3
LOC107276426,0.599178111,0.013185334,0.028703856,1.676616329,0.004671508,0.016485973,Os02g0643600,NAC domain-containing protein 7%2C transcript variant X1
LOC107277021,0.661342932,0.057004338,0.102675956,1.433776533,0.004688893,0.016534205,Os11g0534100,uncharacterized LOC107277021
LOC107276664,-0.807485885,2.60E-07,1.30E-06,1.237854733,0.004708814,0.016593925,Os01g0773400,uncharacterized LOC107276664%2C transcript variant X1
LOC4351223,0.467628027,0.014031148,0.030309961,1.493404201,0.004760685,0.016750167,Os11g0706600,thaumatin-like protein%2C transcript variant X1
LOC107275670,-0.697333012,0.232584935,0.333036085,3.685147222,0.004821552,0.016929497,Os09g0429500,glutamate receptor 2.8
LOC4329414,-0.626171793,0.000811885,0.002336023,1.340106805,0.004942492,0.017285892,0,retrovirus-related Pol polyprotein from transposon RE1
LOC4347965,-0.278800908,0.303754878,0.412833326,1.011785534,0.004965947,0.017357005,Os10g0110600,protein NRT1/ PTR FAMILY 8.3
LOC4334356,-0.089941541,0.573358936,0.67365673,1.881179544,0.005067391,0.017653293,Os03g0787000,syntaxin-121
LOC4330702,0.580825312,0.008281185,0.019012997,1.897985165,0.005144716,0.017903033,Os02g0743700,NEP1-interacting protein-like 2%2C transcript variant X2
LOC107277712,0.500071054,0.301967651,0.410837594,2.734696778,0.005148131,0.01790931,Os02g0164400,uncharacterized LOC107277712
LOC4352520,0,0,0,1.633648335,0.005184228,0.018015152,#N/A,#N/A
LOC4341206,0.239660236,0.654367555,0.740391662,1.665561935,0.00525946,0.018233834,Os06g0531400,protein trichome birefringence-like 38
LOC4330256,-0.874343088,0.00012054,0.000407215,1.279931324,0.005312745,0.018367014,Os02g0667300,uncharacterized LOC4330256
LOC4350543,0.405978925,0.56123377,0.662728295,2.235026356,0.005322863,0.018399131,Os11g0490600,protein LAZY 1-like
LOC4339209,-0.348615732,0.002879162,0.007396546,1.833783651,0.005368558,0.018529658,Os05g0497300,ethylene-responsive transcription factor 4
LOC107278713,-0.754762794,0.100279114,0.165827414,2.936288723,0.005487813,0.018881235,Os05g0328300,uncharacterized LOC107278713
LOC4330148,0.362497549,0.173179138,0.262039328,1.129743548,0.005494453,0.018899756,Os02g0647300,probable inactive leucine-rich repeat receptor kinase XIAO
LOC4326144,0.668969131,0.006613227,0.015591194,1.303419341,0.005655661,0.019368811,Os01g0111500,transcription factor bHLH83
LOC4350213,0.780224482,3.60E-09,2.21E-08,3.128549051,0.005777391,0.01974312,Os11g0251400,ankyrin repeat-containing protein At5g02620%2C transcript variant X3
LOC4330329,-0.341468386,0.181584922,0.272226816,4.285536098,0.005784579,0.019761609,Os02g0682300,E3 ubiquitin-protein ligase RHA1B
LOC9270952,0.38801012,0.01760352,0.036983826,1.078902331,0.006041244,0.020490463,Os05g0532500,uncharacterized LOC9270952
LOC107277227,0.791793211,2.66E-05,0.00010046,1.78086091,0.006055014,0.020521514,Os09g0474600,uncharacterized LOC107277227
LOC4352729,0.610727766,0.002395533,0.006260859,1.001838561,0.006273006,0.021163543,Os12g0603800,calmodulin-like protein 5
LOC4350205,0.253753559,0.194270495,0.287570758,1.7753739,0.006314971,0.021272841,Os11g0249300,uncharacterized LOC4350205%2C transcript variant X2
LOC4348145,0.113863763,0.664207226,0.748336871,1.120408414,0.006341779,0.021343744,0,3-ketoacyl-CoA synthase 1-like
LOC4336342,-0.474103078,0.011447337,0.025320036,1.845291949,0.006353764,0.021380844,Os04g0506300,probable serine incorporator%2C transcript variant X2
LOC4351825,0.487102556,0.388777168,0.500990544,4.005456389,0.006384852,0.021478882,Os12g0228800,probable calcium-binding protein CML28
LOC4323915,-0.732497089,0.029060133,0.057400642,1.158558542,0.006388516,0.021484781,Os01g0727500,uncharacterized LOC4323915
LOC4335653,-0.423023239,0.238692643,0.339709039,1.344503368,0.006530612,0.021912932,Os04g0386300,protein SHOOT GRAVITROPISM 5
LOC107276330,0,0,0,3.713796206,0.006598579,0.022107626,#N/A,#N/A
LOC107281911,0,0,0,1.526913411,0.006687647,0.02235521,#N/A,#N/A
LOC4349602,0.837184617,0.002600043,0.006742653,1.236297105,0.006694015,0.022370065,Os11g0115400,non-specific lipid-transfer protein 1-like
LOC9269110,-0.6260552,0.513072831,0.619709109,2.1346408,0.00677258,0.022578314,Os08g0167400,putative UPF0481 protein At3g02645
LOC4339540,0.81936461,4.39E-06,1.87E-05,1.966828389,0.006774027,0.022579753,Os05g0552400,uncharacterized LOC4339540
LOC4349317,0.408279925,0.0018029,0.004838393,1.002236972,0.006851561,0.022790358,Os10g0550750,uncharacterized LOC4349317%2C transcript variant X2
LOC4349323,-0.060977156,0.902888448,0.932386794,4.973870723,0.006877055,0.022861479,Os10g0551700,putative lipid-binding protein At4g00165
LOC4349875,-0.15627709,0.850157881,0.892731611,2.540359652,0.007019872,0.023273609,Os11g0167600,exocyst complex component EXO70B1
LOC107276146,0,0,0,4.953955337,0.007091391,0.023479209,#N/A,#N/A
LOC9266422,0.352877645,0.368963008,0.480942542,1.635874526,0.007151206,0.023659639,Os10g0162600,LOB domain-containing protein 30
LOC4337461,0.020413246,0.870794699,0.90849998,2.082849381,0.007185312,0.023737155,Os04g0685300,NDR1/HIN1-like protein 2
LOC4328495,0.688755405,0.007729643,0.017885872,1.537160813,0.007275821,0.023968489,Os02g0178700,transcription factor IBH1-like 1
LOC4333425,-1.243730089,0.090410654,0.152084304,2.0544411,0.007471725,0.024537497,Os03g0608000,uncharacterized LOC4333425
LOC4347162,0.313127927,0.042616449,0.080081783,1.177083289,0.007551783,0.024760182,Os09g0439000,uncharacterized LOC4347162
LOC9271306,0.371498263,0.007143903,0.01669076,1.422966305,0.007603686,0.024908318,Os02g0581800,uncharacterized LOC9271306
LOC4330588,1.005438878,0.207669517,0.303503714,4.883550445,0.007618686,0.024950102,Os02g0726000,fasciclin-like arabinogalactan protein 1
LOC4328777,-0.629782994,0.210727004,0.30714348,3.045492325,0.007815315,0.025488909,0,probable F-box protein At4g22030
